size,type,ms
500,random,0
500,reverse,0
500,almost,0
600,random,0
600,reverse,0
600,almost,0
700,random,0
700,reverse,0
700,almost,0
800,random,0
800,reverse,0
800,almost,0
900,random,0
900,reverse,0
900,almost,0
1000,random,0
1000,reverse,0
1000,almost,0
1100,random,0
1100,reverse,0
1100,almost,0
1200,random,0
1200,reverse,0
1200,almost,0
1300,random,0
1300,reverse,0
1300,almost,0
1400,random,0
1400,reverse,0
1400,almost,0
1500,random,0
1500,reverse,0
1500,almost,0
1600,random,0
1600,reverse,0
1600,almost,0
1700,random,0
1700,reverse,0
1700,almost,0
1800,random,0
1800,reverse,0
1800,almost,0
1900,random,0
1900,reverse,0
1900,almost,0
2000,random,0
2000,reverse,0
2000,almost,0
2100,random,0
2100,reverse,0
2100,almost,0
2200,random,0
2200,reverse,0
2200,almost,0
2300,random,0
2300,reverse,0
2300,almost,0
2400,random,0
2400,reverse,0
2400,almost,0
2500,random,0
2500,reverse,0
2500,almost,0
2600,random,0
2600,reverse,0
2600,almost,0
2700,random,0
2700,reverse,0
2700,almost,0
2800,random,0
2800,reverse,0
2800,almost,0
2900,random,0
2900,reverse,0
2900,almost,0
3000,random,0
3000,reverse,0
3000,almost,0
3100,random,0
3100,reverse,0
3100,almost,0
3200,random,0.2
3200,reverse,0
3200,almost,0
3300,random,0
3300,reverse,0
3300,almost,0
3400,random,0.2
3400,reverse,0
3400,almost,0
3500,random,0
3500,reverse,0
3500,almost,0
3600,random,0
3600,reverse,0
3600,almost,0
3700,random,0
3700,reverse,0
3700,almost,0
3800,random,0
3800,reverse,0
3800,almost,0
3900,random,0
3900,reverse,0
3900,almost,0
4000,random,0
4000,reverse,0
4000,almost,0
4100,random,0
4100,reverse,0
4100,almost,0
4200,random,0
4200,reverse,0
4200,almost,0
4300,random,0
4300,reverse,0
4300,almost,0
4400,random,0
4400,reverse,0
4400,almost,0
4500,random,0
4500,reverse,0
4500,almost,0
4600,random,0
4600,reverse,0
4600,almost,0
4700,random,0
4700,reverse,0
4700,almost,0
4800,random,0
4800,reverse,0
4800,almost,0
4900,random,0
4900,reverse,0
4900,almost,0
5000,random,0
5000,reverse,0
5000,almost,0
5100,random,0
5100,reverse,0
5100,almost,0
5200,random,0
5200,reverse,0
5200,almost,0
5300,random,0
5300,reverse,0
5300,almost,0
5400,random,0
5400,reverse,0
5400,almost,0
5500,random,0
5500,reverse,0
5500,almost,0
5600,random,0
5600,reverse,0
5600,almost,0
5700,random,0
5700,reverse,0
5700,almost,0
5800,random,0
5800,reverse,0
5800,almost,0
5900,random,0
5900,reverse,0
5900,almost,0
6000,random,0
6000,reverse,0
6000,almost,0
6100,random,0
6100,reverse,0
6100,almost,0
6200,random,0
6200,reverse,0
6200,almost,0
6300,random,0
6300,reverse,0
6300,almost,0
6400,random,0
6400,reverse,0
6400,almost,0
6500,random,0
6500,reverse,0
6500,almost,0
6600,random,0
6600,reverse,0
6600,almost,0
6700,random,0
6700,reverse,0
6700,almost,0
6800,random,0
6800,reverse,0
6800,almost,0
6900,random,0
6900,reverse,0
6900,almost,0
7000,random,0
7000,reverse,0
7000,almost,0
7100,random,0
7100,reverse,0
7100,almost,0
7200,random,0
7200,reverse,0
7200,almost,0
7300,random,0
7300,reverse,0
7300,almost,0
7400,random,0
7400,reverse,0
7400,almost,0
7500,random,0
7500,reverse,0
7500,almost,0
7600,random,0
7600,reverse,0
7600,almost,0
7700,random,0
7700,reverse,0
7700,almost,0
7800,random,0
7800,reverse,0
7800,almost,0
7900,random,0
7900,reverse,0
7900,almost,0
8000,random,0
8000,reverse,0
8000,almost,0
8100,random,0
8100,reverse,0
8100,almost,0
8200,random,0
8200,reverse,0
8200,almost,0
8300,random,0
8300,reverse,0
8300,almost,0
8400,random,0
8400,reverse,0
8400,almost,0
8500,random,0
8500,reverse,0
8500,almost,0
8600,random,0
8600,reverse,0
8600,almost,0
8700,random,0
8700,reverse,0
8700,almost,0
8800,random,0
8800,reverse,0
8800,almost,0
8900,random,0
8900,reverse,0
8900,almost,0
9000,random,0
9000,reverse,0
9000,almost,0
9100,random,0
9100,reverse,0
9100,almost,0
9200,random,0
9200,reverse,0
9200,almost,0
9300,random,0
9300,reverse,0
9300,almost,0
9400,random,0.4
9400,reverse,0
9400,almost,0
9500,random,0
9500,reverse,0
9500,almost,0
9600,random,0
9600,reverse,0
9600,almost,0
9700,random,0
9700,reverse,0
9700,almost,0
9800,random,0
9800,reverse,0
9800,almost,0
9900,random,0
9900,reverse,0
9900,almost,0
10000,random,0
10000,reverse,0
10000,almost,0
10100,random,0
10100,reverse,0
10100,almost,0
10200,random,0
10200,reverse,0
10200,almost,0
10300,random,0
10300,reverse,0
10300,almost,0
10400,random,0
10400,reverse,0
10400,almost,0
10500,random,0
10500,reverse,0
10500,almost,0
10600,random,0
10600,reverse,0
10600,almost,0
10700,random,0
10700,reverse,0
10700,almost,0
10800,random,0
10800,reverse,0
10800,almost,0
10900,random,0
10900,reverse,0
10900,almost,0
11000,random,0
11000,reverse,0
11000,almost,0
11100,random,0
11100,reverse,0
11100,almost,0
11200,random,0
11200,reverse,0
11200,almost,0
11300,random,0
11300,reverse,0
11300,almost,0
11400,random,0
11400,reverse,0
11400,almost,0
11500,random,0.2
11500,reverse,0
11500,almost,0
11600,random,0
11600,reverse,0
11600,almost,0
11700,random,0.6
11700,reverse,0
11700,almost,0
11800,random,0.2
11800,reverse,0
11800,almost,0
11900,random,1
11900,reverse,0
11900,almost,0
12000,random,0.6
12000,reverse,0
12000,almost,0
12100,random,0
12100,reverse,0
12100,almost,0
12200,random,0.2
12200,reverse,0
12200,almost,0
12300,random,0.6
12300,reverse,0
12300,almost,0
12400,random,0.6
12400,reverse,0
12400,almost,0
12500,random,1
12500,reverse,0
12500,almost,0
12600,random,1
12600,reverse,0
12600,almost,0
12700,random,0.8
12700,reverse,0
12700,almost,0
12800,random,1
12800,reverse,0
12800,almost,0
12900,random,1
12900,reverse,0
12900,almost,0
13000,random,1
13000,reverse,0
13000,almost,0
13100,random,1
13100,reverse,0
13100,almost,0
13200,random,1
13200,reverse,0
13200,almost,0
13300,random,1
13300,reverse,0
13300,almost,0
13400,random,1
13400,reverse,0
13400,almost,0
13500,random,1
13500,reverse,0
13500,almost,0
13600,random,1
13600,reverse,0
13600,almost,0
13700,random,1
13700,reverse,0
13700,almost,0
13800,random,1
13800,reverse,0
13800,almost,0
13900,random,1
13900,reverse,0
13900,almost,0
14000,random,1
14000,reverse,0
14000,almost,0
14100,random,1
14100,reverse,0
14100,almost,0
14200,random,1
14200,reverse,0
14200,almost,0
14300,random,1
14300,reverse,0
14300,almost,0
14400,random,1
14400,reverse,0
14400,almost,0
14500,random,1
14500,reverse,0
14500,almost,0
14600,random,1
14600,reverse,0
14600,almost,0.2
14700,random,1
14700,reverse,0
14700,almost,0
14800,random,1
14800,reverse,0
14800,almost,0
14900,random,1
14900,reverse,0
14900,almost,0
15000,random,1
15000,reverse,0
15000,almost,0
15100,random,1
15100,reverse,0
15100,almost,0
15200,random,1
15200,reverse,0
15200,almost,0
15300,random,1
15300,reverse,0
15300,almost,0
15400,random,1
15400,reverse,0
15400,almost,0
15500,random,1
15500,reverse,0
15500,almost,0
15600,random,1
15600,reverse,0
15600,almost,0
15700,random,1.2
15700,reverse,0
15700,almost,0
15800,random,1
15800,reverse,0
15800,almost,0
15900,random,1
15900,reverse,0
15900,almost,0
16000,random,1
16000,reverse,0
16000,almost,0
16100,random,1
16100,reverse,0
16100,almost,0
16200,random,1
16200,reverse,0
16200,almost,0
16300,random,1
16300,reverse,0
16300,almost,0
16400,random,1
16400,reverse,0
16400,almost,0
16500,random,1
16500,reverse,0
16500,almost,0
16600,random,1
16600,reverse,0
16600,almost,0
16700,random,1
16700,reverse,0
16700,almost,0
16800,random,1
16800,reverse,0
16800,almost,0
16900,random,1
16900,reverse,0
16900,almost,0
17000,random,1
17000,reverse,0
17000,almost,0
17100,random,1
17100,reverse,0
17100,almost,0
17200,random,1
17200,reverse,0
17200,almost,0
17300,random,1
17300,reverse,0
17300,almost,0
17400,random,1
17400,reverse,0
17400,almost,0
17500,random,1
17500,reverse,0
17500,almost,0
17600,random,1
17600,reverse,0
17600,almost,0
17700,random,1
17700,reverse,0
17700,almost,0
17800,random,1
17800,reverse,0
17800,almost,0
17900,random,1
17900,reverse,0
17900,almost,0
18000,random,1
18000,reverse,0
18000,almost,0
18100,random,1
18100,reverse,0
18100,almost,0
18200,random,1
18200,reverse,0
18200,almost,0
18300,random,1
18300,reverse,0
18300,almost,0
18400,random,1
18400,reverse,0
18400,almost,0
18500,random,1
18500,reverse,0
18500,almost,0
18600,random,1
18600,reverse,0
18600,almost,0.2
18700,random,1
18700,reverse,0
18700,almost,0
18800,random,1
18800,reverse,0
18800,almost,0
18900,random,1
18900,reverse,0
18900,almost,0
19000,random,1
19000,reverse,0
19000,almost,0
19100,random,1
19100,reverse,0
19100,almost,0
19200,random,1
19200,reverse,0
19200,almost,0
19300,random,1
19300,reverse,0
19300,almost,0
19400,random,1
19400,reverse,0
19400,almost,0
19500,random,1
19500,reverse,0
19500,almost,0
19600,random,1
19600,reverse,0
19600,almost,0
19700,random,1
19700,reverse,0
19700,almost,0
19800,random,1
19800,reverse,0
19800,almost,0
19900,random,1
19900,reverse,0
19900,almost,0
20000,random,1
20000,reverse,0
20000,almost,0
20100,random,1
20100,reverse,0
20100,almost,0
20200,random,1
20200,reverse,0
20200,almost,0
20300,random,1
20300,reverse,0
20300,almost,0
20400,random,1.2
20400,reverse,0
20400,almost,0
20500,random,1
20500,reverse,0
20500,almost,0
20600,random,1
20600,reverse,0
20600,almost,0
20700,random,1
20700,reverse,0
20700,almost,0
20800,random,1
20800,reverse,0
20800,almost,0
20900,random,1
20900,reverse,0
20900,almost,0
21000,random,1
21000,reverse,0
21000,almost,0
21100,random,1
21100,reverse,0
21100,almost,0
21200,random,1
21200,reverse,0
21200,almost,0
21300,random,1
21300,reverse,0
21300,almost,0
21400,random,1
21400,reverse,0
21400,almost,0
21500,random,1.4
21500,reverse,0
21500,almost,0
21600,random,1
21600,reverse,0
21600,almost,0
21700,random,1
21700,reverse,0
21700,almost,0
21800,random,1
21800,reverse,0
21800,almost,0
21900,random,1
21900,reverse,0
21900,almost,0
22000,random,1
22000,reverse,0
22000,almost,0
22100,random,1
22100,reverse,0
22100,almost,0
22200,random,1
22200,reverse,0
22200,almost,0
22300,random,1
22300,reverse,0
22300,almost,0
22400,random,1
22400,reverse,0
22400,almost,0
22500,random,1
22500,reverse,0
22500,almost,0
22600,random,1
22600,reverse,0
22600,almost,0
22700,random,1
22700,reverse,0
22700,almost,0
22800,random,1
22800,reverse,0
22800,almost,0
22900,random,1.4
22900,reverse,0
22900,almost,0
23000,random,1.6
23000,reverse,0
23000,almost,0
23100,random,1.6
23100,reverse,0
23100,almost,0
23200,random,1.2
23200,reverse,0
23200,almost,0
23300,random,1.8
23300,reverse,0
23300,almost,0
23400,random,1.2
23400,reverse,0
23400,almost,0
23500,random,1.4
23500,reverse,0
23500,almost,0
23600,random,1.4
23600,reverse,0
23600,almost,0
23700,random,2
23700,reverse,0
23700,almost,0
23800,random,1.8
23800,reverse,0
23800,almost,0
23900,random,2
23900,reverse,0
23900,almost,0
24000,random,1.6
24000,reverse,0
24000,almost,0
24100,random,1.8
24100,reverse,0
24100,almost,0
24200,random,2
24200,reverse,0
24200,almost,0
24300,random,2
24300,reverse,0
24300,almost,0
24400,random,2
24400,reverse,0
24400,almost,0
24500,random,2
24500,reverse,0
24500,almost,0
24600,random,2
24600,reverse,0
24600,almost,0
24700,random,2
24700,reverse,0
24700,almost,0
24800,random,2
24800,reverse,0
24800,almost,0
24900,random,2
24900,reverse,0
24900,almost,0
25000,random,2
25000,reverse,0
25000,almost,0
25100,random,2
25100,reverse,0
25100,almost,0
25200,random,2
25200,reverse,0
25200,almost,0
25300,random,2
25300,reverse,0
25300,almost,0.2
25400,random,2
25400,reverse,0.2
25400,almost,0
25500,random,2
25500,reverse,0
25500,almost,0
25600,random,2
25600,reverse,0
25600,almost,0
25700,random,2.2
25700,reverse,0
25700,almost,0
25800,random,2
25800,reverse,0
25800,almost,0
25900,random,2
25900,reverse,0
25900,almost,0
26000,random,2
26000,reverse,0
26000,almost,0
26100,random,2
26100,reverse,0
26100,almost,0
26200,random,2
26200,reverse,0
26200,almost,0.2
26300,random,2
26300,reverse,0
26300,almost,0
26400,random,2
26400,reverse,0
26400,almost,0
26500,random,2.2
26500,reverse,0
26500,almost,0
26600,random,2
26600,reverse,0
26600,almost,0
26700,random,2
26700,reverse,0
26700,almost,0
26800,random,2
26800,reverse,0
26800,almost,0
26900,random,2
26900,reverse,0
26900,almost,0
27000,random,2
27000,reverse,0
27000,almost,0
27100,random,2.2
27100,reverse,0
27100,almost,0
27200,random,2
27200,reverse,0
27200,almost,0
27300,random,2
27300,reverse,0
27300,almost,0
27400,random,2
27400,reverse,0
27400,almost,0
27500,random,2
27500,reverse,0
27500,almost,0
27600,random,2
27600,reverse,0
27600,almost,0
27700,random,2
27700,reverse,0
27700,almost,0
27800,random,2
27800,reverse,0
27800,almost,0.2
27900,random,2
27900,reverse,0
27900,almost,0
28000,random,2
28000,reverse,0
28000,almost,0
28100,random,2
28100,reverse,0
28100,almost,0
28200,random,2
28200,reverse,0
28200,almost,0
28300,random,2
28300,reverse,0
28300,almost,0
28400,random,2
28400,reverse,0
28400,almost,0
28500,random,2
28500,reverse,0
28500,almost,0
28600,random,2.2
28600,reverse,0
28600,almost,0
28700,random,2
28700,reverse,0
28700,almost,0
28800,random,2
28800,reverse,0
28800,almost,0
28900,random,2
28900,reverse,0
28900,almost,0
29000,random,2
29000,reverse,0
29000,almost,0
29100,random,2
29100,reverse,0
29100,almost,0
29200,random,2
29200,reverse,0
29200,almost,0.2
29300,random,2
29300,reverse,0
29300,almost,0
29400,random,2
29400,reverse,0
29400,almost,0
29500,random,2
29500,reverse,0
29500,almost,0.4
29600,random,2
29600,reverse,0
29600,almost,0.2
29700,random,2
29700,reverse,0
29700,almost,0
29800,random,2
29800,reverse,0
29800,almost,0
29900,random,2
29900,reverse,0
29900,almost,0
30000,random,2
30000,reverse,0
30000,almost,0.4
30100,random,2
30100,reverse,0
30100,almost,0.2
30200,random,2
30200,reverse,0
30200,almost,0
30300,random,2
30300,reverse,0
30300,almost,0.2
30400,random,2
30400,reverse,0
30400,almost,0
30500,random,2
30500,reverse,0
30500,almost,0.2
30600,random,2
30600,reverse,0
30600,almost,0.2
30700,random,2
30700,reverse,0
30700,almost,0.4
30800,random,2
30800,reverse,0
30800,almost,0.2
30900,random,2
30900,reverse,0
30900,almost,0
31000,random,2
31000,reverse,0
31000,almost,0
31100,random,2
31100,reverse,0
31100,almost,1
31200,random,2
31200,reverse,0
31200,almost,0
31300,random,2
31300,reverse,0
31300,almost,0.6
31400,random,2
31400,reverse,0
31400,almost,0.6
31500,random,2.2
31500,reverse,0
31500,almost,0.4
31600,random,2
31600,reverse,0
31600,almost,0.2
31700,random,2
31700,reverse,0
31700,almost,0
31800,random,2
31800,reverse,0
31800,almost,0.4
31900,random,2
31900,reverse,0
31900,almost,0.8
32000,random,2
32000,reverse,0
32000,almost,0.6
32100,random,2
32100,reverse,0
32100,almost,0.4
32200,random,2
32200,reverse,0
32200,almost,0.8
32300,random,2
32300,reverse,0
32300,almost,1
32400,random,2
32400,reverse,0
32400,almost,1
32500,random,2
32500,reverse,0
32500,almost,1
32600,random,2.2
32600,reverse,0
32600,almost,0.6
32700,random,2
32700,reverse,0
32700,almost,0.8
32800,random,2
32800,reverse,0
32800,almost,1
32900,random,2.2
32900,reverse,0
32900,almost,1
33000,random,2
33000,reverse,0
33000,almost,1
33100,random,2
33100,reverse,0
33100,almost,1
33200,random,2.2
33200,reverse,0
33200,almost,1
33300,random,2
33300,reverse,0
33300,almost,1
33400,random,2
33400,reverse,0
33400,almost,1
33500,random,2.2
33500,reverse,0
33500,almost,1
33600,random,2.8
33600,reverse,0
33600,almost,1
33700,random,2.2
33700,reverse,0
33700,almost,1
33800,random,2.2
33800,reverse,0
33800,almost,1
33900,random,2.2
33900,reverse,0
33900,almost,1
34000,random,3
34000,reverse,0
34000,almost,1
34100,random,2
34100,reverse,0
34100,almost,1
34200,random,2.4
34200,reverse,0
34200,almost,1
34300,random,2.6
34300,reverse,0
34300,almost,1
34400,random,2.6
34400,reverse,0
34400,almost,1
34500,random,3
34500,reverse,0
34500,almost,1
34600,random,2.6
34600,reverse,0
34600,almost,1
34700,random,2.4
34700,reverse,0
34700,almost,1
34800,random,3
34800,reverse,0
34800,almost,1
34900,random,2.4
34900,reverse,0
34900,almost,1
35000,random,2.4
35000,reverse,0
35000,almost,1
35100,random,2.6
35100,reverse,0
35100,almost,1
35200,random,2.8
35200,reverse,0
35200,almost,1
35300,random,3
35300,reverse,0
35300,almost,1
35400,random,2.2
35400,reverse,0
35400,almost,1
35500,random,3
35500,reverse,0
35500,almost,1
35600,random,3
35600,reverse,0
35600,almost,1
35700,random,3
35700,reverse,0
35700,almost,1
35800,random,3
35800,reverse,0
35800,almost,1
35900,random,3
35900,reverse,0
35900,almost,1
36000,random,3
36000,reverse,0
36000,almost,1
36100,random,3
36100,reverse,0
36100,almost,1
36200,random,3
36200,reverse,0
36200,almost,1
36300,random,3
36300,reverse,0
36300,almost,1
36400,random,3
36400,reverse,0
36400,almost,1
36500,random,3
36500,reverse,0
36500,almost,1
36600,random,3
36600,reverse,0
36600,almost,1
36700,random,3
36700,reverse,0
36700,almost,1
36800,random,3
36800,reverse,0
36800,almost,1
36900,random,3
36900,reverse,0
36900,almost,1
37000,random,3
37000,reverse,0
37000,almost,1
37100,random,3
37100,reverse,0
37100,almost,1
37200,random,3
37200,reverse,0
37200,almost,1
37300,random,3
37300,reverse,0.2
37300,almost,1
37400,random,3
37400,reverse,0
37400,almost,1
37500,random,3
37500,reverse,0
37500,almost,1
37600,random,3
37600,reverse,0
37600,almost,1
37700,random,3
37700,reverse,0.2
37700,almost,1
37800,random,3
37800,reverse,0
37800,almost,1
37900,random,3
37900,reverse,0
37900,almost,1
38000,random,3
38000,reverse,0
38000,almost,1
38100,random,3
38100,reverse,0.4
38100,almost,1
38200,random,3
38200,reverse,0
38200,almost,1
38300,random,3.8
38300,reverse,0.6
38300,almost,1
38400,random,3
38400,reverse,0
38400,almost,1
38500,random,3
38500,reverse,0.4
38500,almost,1
38600,random,3
38600,reverse,0
38600,almost,1
38700,random,3
38700,reverse,0
38700,almost,1
38800,random,3
38800,reverse,0
38800,almost,1
38900,random,3
38900,reverse,0
38900,almost,1
39000,random,3
39000,reverse,0
39000,almost,1
39100,random,3
39100,reverse,0
39100,almost,1
39200,random,3
39200,reverse,0.2
39200,almost,1
39300,random,3
39300,reverse,0
39300,almost,1
39400,random,3
39400,reverse,0
39400,almost,1
39500,random,3
39500,reverse,0.4
39500,almost,1
39600,random,3
39600,reverse,0.6
39600,almost,1
39700,random,3
39700,reverse,0.6
39700,almost,1
39800,random,3
39800,reverse,0
39800,almost,1
39900,random,3
39900,reverse,0
39900,almost,1
40000,random,3
40000,reverse,0
40000,almost,1
40100,random,3
40100,reverse,0.2
40100,almost,1
40200,random,3
40200,reverse,0
40200,almost,1
40300,random,3
40300,reverse,0.4
40300,almost,1
40400,random,3
40400,reverse,0.2
40400,almost,1
40500,random,3
40500,reverse,0.4
40500,almost,1
40600,random,3
40600,reverse,0
40600,almost,1
40700,random,3
40700,reverse,0.4
40700,almost,1
40800,random,3
40800,reverse,0.4
40800,almost,1
40900,random,3
40900,reverse,0.4
40900,almost,1
41000,random,3
41000,reverse,0.6
41000,almost,1
41100,random,3
41100,reverse,0.4
41100,almost,1
41200,random,3.2
41200,reverse,0.2
41200,almost,1
41300,random,3
41300,reverse,0.4
41300,almost,1
41400,random,3
41400,reverse,0.2
41400,almost,1
41500,random,3
41500,reverse,0.4
41500,almost,1
41600,random,3
41600,reverse,1
41600,almost,1
41700,random,3
41700,reverse,0.2
41700,almost,1
41800,random,3
41800,reverse,0.2
41800,almost,1
41900,random,3
41900,reverse,0
41900,almost,1
42000,random,3
42000,reverse,0
42000,almost,1
42100,random,3
42100,reverse,0.2
42100,almost,1
42200,random,3
42200,reverse,0
42200,almost,1
42300,random,3
42300,reverse,0.6
42300,almost,1
42400,random,3
42400,reverse,0
42400,almost,1
42500,random,3
42500,reverse,0
42500,almost,1
42600,random,3
42600,reverse,0.2
42600,almost,1
42700,random,3
42700,reverse,0.8
42700,almost,1
42800,random,3
42800,reverse,0.6
42800,almost,1
42900,random,3
42900,reverse,0.8
42900,almost,1
43000,random,3
43000,reverse,0.4
43000,almost,1
43100,random,3
43100,reverse,1
43100,almost,1
43200,random,3.2
43200,reverse,0.2
43200,almost,1
43300,random,3.2
43300,reverse,0.6
43300,almost,1
43400,random,3
43400,reverse,0.2
43400,almost,1
43500,random,3.2
43500,reverse,0.8
43500,almost,1
43600,random,3.2
43600,reverse,0.8
43600,almost,1
43700,random,3.4
43700,reverse,0.8
43700,almost,1
43800,random,3.2
43800,reverse,0.8
43800,almost,1
43900,random,3.4
43900,reverse,0.2
43900,almost,1
44000,random,3.2
44000,reverse,1
44000,almost,1
44100,random,3.2
44100,reverse,1
44100,almost,1
44200,random,3.6
44200,reverse,0.8
44200,almost,1
44300,random,3.8
44300,reverse,1
44300,almost,1
44400,random,3.4
44400,reverse,0.8
44400,almost,1
44500,random,3.4
44500,reverse,0.4
44500,almost,1
44600,random,3.4
44600,reverse,1
44600,almost,1.6
44700,random,3.8
44700,reverse,0.6
44700,almost,1
44800,random,3.4
44800,reverse,1
44800,almost,1
44900,random,3.2
44900,reverse,0
44900,almost,1
45000,random,3.4
45000,reverse,1
45000,almost,1
45100,random,3.2
45100,reverse,0.4
45100,almost,1
45200,random,3.2
45200,reverse,1
45200,almost,1
45300,random,3.6
45300,reverse,1
45300,almost,1
45400,random,3.4
45400,reverse,0.4
45400,almost,1
45500,random,3.4
45500,reverse,0.8
45500,almost,1.2
45600,random,3
45600,reverse,1
45600,almost,1
45700,random,3.6
45700,reverse,1
45700,almost,1
45800,random,4
45800,reverse,1
45800,almost,1
45900,random,3.4
45900,reverse,1
45900,almost,1
46000,random,4
46000,reverse,1
46000,almost,1
46100,random,3.4
46100,reverse,1
46100,almost,1
46200,random,3.4
46200,reverse,1
46200,almost,1
46300,random,3.4
46300,reverse,1
46300,almost,1
46400,random,3.4
46400,reverse,1
46400,almost,1
46500,random,4
46500,reverse,1
46500,almost,1
46600,random,4
46600,reverse,1
46600,almost,1
46700,random,4
46700,reverse,1
46700,almost,1
46800,random,4
46800,reverse,1
46800,almost,1
46900,random,3.4
46900,reverse,1
46900,almost,1
47000,random,4
47000,reverse,1
47000,almost,1
47100,random,3.8
47100,reverse,1
47100,almost,1
47200,random,4
47200,reverse,1
47200,almost,1
47300,random,4
47300,reverse,1
47300,almost,1
47400,random,4
47400,reverse,1
47400,almost,1
47500,random,4
47500,reverse,1
47500,almost,1
47600,random,4
47600,reverse,1
47600,almost,1
47700,random,4
47700,reverse,1
47700,almost,1
47800,random,4
47800,reverse,1
47800,almost,1
47900,random,4
47900,reverse,1
47900,almost,1
48000,random,4
48000,reverse,1
48000,almost,1
48100,random,4
48100,reverse,1
48100,almost,1
48200,random,4
48200,reverse,1
48200,almost,1
48300,random,4
48300,reverse,1
48300,almost,1
48400,random,4
48400,reverse,1
48400,almost,1
48500,random,4
48500,reverse,1
48500,almost,1
48600,random,4
48600,reverse,1
48600,almost,1
48700,random,4
48700,reverse,1
48700,almost,1
48800,random,4
48800,reverse,1
48800,almost,1
48900,random,4
48900,reverse,1
48900,almost,1
49000,random,4
49000,reverse,1
49000,almost,1
49100,random,4
49100,reverse,1
49100,almost,1
49200,random,4
49200,reverse,1
49200,almost,1
49300,random,4
49300,reverse,1
49300,almost,1
49400,random,4
49400,reverse,1
49400,almost,1
49500,random,4
49500,reverse,1
49500,almost,1
49600,random,4
49600,reverse,1
49600,almost,1
49700,random,4
49700,reverse,1
49700,almost,1
49800,random,4
49800,reverse,1
49800,almost,1
49900,random,4
49900,reverse,1
49900,almost,1
50000,random,4
50000,reverse,1
50000,almost,1
50100,random,4
50100,reverse,1
50100,almost,1
50200,random,4
50200,reverse,1
50200,almost,1
50300,random,4
50300,reverse,1
50300,almost,1
50400,random,4
50400,reverse,1
50400,almost,1
50500,random,4
50500,reverse,1
50500,almost,1
50600,random,4
50600,reverse,1
50600,almost,1
50700,random,4
50700,reverse,1
50700,almost,1
50800,random,4
50800,reverse,1
50800,almost,1
50900,random,4
50900,reverse,1
50900,almost,1
51000,random,4
51000,reverse,1
51000,almost,1
51100,random,4
51100,reverse,1
51100,almost,1
51200,random,4.2
51200,reverse,1.6
51200,almost,1.2
51300,random,4
